Target,Ligand,E_crest_xtb_Eh,E_020_xtb_Eh,Delta_xtb_kcal,E_crest_pm6_kcal,E_020_pm6_kcal,Delta_pm6_kcal,S_conf_crest,Minus_TS_kcal,GFN2_S_conf,Minus_TS_gfn2_kcal,Delta_gfn2_xtb_kcal,GFN2_crest_xtb_energy,Charge,No_solvent_gfn2_ts,High_temp_ts,001_protonated_sconf,001_protonated_ts,001_protonated_no_solvent,Delta_gfn2_xtb_protonated,Delta_pm6_on_gfn2,Partially_opt_energy,TS_nrb
002-HIV-PR,1HXW,-17.593782231518,-17.568808026053,-15.671538697136658,-166.7777452349165,-159.27039153784233,-7.507353697074166,12.89879,3.8457742384999998,,,,,0,,,,,,,,3.464817592587764,22
002-HIV-PR,1IZH,-18.081807073568,-18.048244138231,-21.06104399038703,-341.45244110548043,-329.7246806931289,-11.727760412351529,6.95814,2.074569441,,,,,0,,,,,,,,2.8240498623733856,23
002-HIV-PR,1T3R,-13.127213283262,-13.112675863481,-9.122361749355518,-304.27693936287164,-304.7651743462708,0.4882349833991384,10.816086,3.2248160408999995,,,,,0,,,,,,,,3.4171697550730755,13
002-HIV-PR,2Q54,-17.051231425453,-17.028652380576,-14.16855387172266,-300.005882684516,-293.5469091773519,-6.458973507164103,5.911312,1.7624576727999997,,,,,0,,,,,,,,7.188431356007129,18
002-HIV-PR,2Q55,-17.158190961207,-17.143293830481,-9.348083604742765,-251.7616460825264,-251.15343998102958,-0.608206101496819,11.813809,3.5222871533499993,,,,,0,,,,,,,,7.619095993161693,16
002-HIV-PR,2Q5K,-16.914305909624,-16.901577979715,-7.986890569267491,-215.52464102044763,-213.45388480373163,-2.0707562167160063,12.494712,3.7252983827999997,,,,,0,,,,,,,,5.3414970093227225,17
002-HIV-PR,3EKX,-13.544989804951,-13.52829238604,-10.477780643422047,-102.02014870046122,-97.9227090080434,-4.097439692417822,6.118548,1.8242450862,,,,,1,,,,,,,,10.778172227069419,12
002-HIV-PR,3EL1,-18.378741338729,-18.355589258764,-14.528138546758031,-287.2586861449983,-268.5248265039927,-18.73385964100561,11.784453,3.5135346619499996,,,,,0,,,,,,,,4.1284132394698645,22
002-HIV-PR,3NU3,-12.263317979619,-12.248429507658,-9.342650151774636,-262.63346493854004,-256.3353862702475,-6.298078668292533,12.069458,3.5985089026999995,,,,,0,,,,,,,,1.7631629569166307,13
002-HIV-PR,3OXC,-16.719889121937,-16.704268888426,-9.801837110254693,-125.70492366076307,-128.4967827977089,2.791859136945831,11.102636,3.3102509234,,,,,1,,,,,,,,9.67350196640244,16
002-HIV-PR,model13a,-16.128455921393,-16.107225479711,-13.322293229430382,-259.22272362673687,-254.65205467997225,-4.570668946764613,5.326479,1.5880897138499999,,,,,0,,,,,,,,7.383687120612251,17
002-HIV-PR,model13c,-16.067658525669,-16.049136285633,-11.6228723227497,-349.946611847836,-345.98654704858046,-3.9600647992555196,6.610676,1.9709730493999997,,,,,0,,,,,,,,6.664718203301504,17
002-HIV-PR,model13d,-16.556671197408,-16.541655627903,-9.422405004512797,-414.716058494678,-417.51785390859555,2.801795413917546,10.803304,3.2210050876,,,,,0,,,,,,,,5.527019293054536,18
002-HIV-PR,model16a,-16.717444066839,-16.703115958031,-8.991017230000287,-211.83454410534094,-209.01365028211166,-2.8208938232292837,8.399311,2.50425457465,,,,,0,,,,,,,,7.352336216060337,16
002-HIV-PR,model16e,-17.645659196614,-17.62623247488,-12.190442728582736,-260.1593270545981,-249.34837227822237,-10.810954776375752,6.77819,2.0209173485,,,,,0,,,,,,,,5.461998958103948,17
002-HIV-PR,model16f,-17.643674173323,-17.628827814709,-9.316223647513201,-258.5288225237864,-252.19655316102885,-6.3322693627575575,11.412891,3.40275345165,,,,,0,,,,,,,,6.959679603460245,17
002-HIV-PR,model22a,-16.71918703582,-16.704097425912,-9.468866023758762,-211.41741837447717,-206.1757448617827,-5.241673512694462,8.25831,2.4622151265,,,,,0,,,,,,,,5.857052777607521,16
002-HIV-PR,model22d,-17.156827291362,-17.140047508392,-10.529464831720366,-377.6021621624252,-369.0376486502695,-8.564513512155713,7.64563,2.2795445845,,,,,0,,,,,,,,4.088743192450181,17
002-HIV-PR,model23a,-16.258091042323,-16.242530158869,-9.764594415336349,-243.64649022715025,-240.69753667853868,-2.94895354861157,6.267741,1.8687269791499999,,,,,0,,,,,,,,7.374903852724259,15
002-HIV-PR,model25d,-16.116281027064,-16.099289825786,-10.662131722758467,-370.6092036616767,-363.21029190761294,-7.398911754063761,7.289379,2.17332834885,,,,,0,,,,,,,,2.1306757832112453,17
003-CK2,1F0Q,-6.190213071843,-6.179367763422,-6.805528641953052,-182.2320011056941,-176.26301946263433,-5.968981643059777,0.0,0.0,0.5479488,0.4084273368,-5.172198329159751,-36146.09638011526,0,,,,,,,-5.52504753736568,0.13649940760103618,0
003-CK2,1J91,-2.813783279259,-2.813787670433,0.002755501205549418,86.11613979422262,86.12351015202779,-0.007370357805172034,0.0,0.0,,0.0,0.0028529313867916885,-24122.258506925587,0,,,,,,,-0.00013715202778996627,0.05171670336332568,0
003-CK2,1M2P,-6.012397575007,-6.001672888447,-6.729837338579407,-126.5560930937652,-121.39736687308701,-5.15872622067819,0.0,0.0,1.1077256,0.8256709690999999,-4.300909418864779,-38152.744498577325,0,,,,,,,-5.407316126912988,-0.008589149796151219,1
003-CK2,1M2Q,-5.725221910073,-5.714602249143,-6.663932810523786,-145.02201354111284,-139.7117458434951,-5.310267697617746,0.0,0.0,0.0006964,0.0005190791499999999,-0.02101842650423708,-36824.48512381715,0,,,,,,,-0.02846115650490333,0.2278111808002734,1
003-CK2,1M2R,-6.308446219334,-6.308435929651,-0.006456868689568899,-134.6516853815958,-134.6471309114449,-0.004554470150907264,0.001066,0.0003178279,,0.0,-0.016207951297178256,-35923.47711551887,0,,,,,,,-0.02839608855509823,0.2516881577138861,0
003-CK2,1ZOE,-4.254208252397,-4.254218968966,0.006724743496190426,60.77395682951661,61.48811282980774,-0.7141560002911334,,,0.1775808,0.1323642888,0.010208809004367587,-30125.592273324455,0,,,,,,,-0.5906298298077388,-0.5983330147468635,1
003-CK2,1ZOG,-3.539054889095,-3.53899301089,-0.03882913054129551,64.54032090355518,62.9579840228232,1.5823368807319866,3.6914,1.10059091,0.030254,0.022550575249999996,-3.0133541930590604,-28005.964606640613,0,,,,,,,1.861256977176808,0.03654474392395457,1
003-CK2,1ZOH,-4.492686309527,-4.492687433659,0.0007054029471440746,71.25191292237157,72.47543460899583,-1.2235216866242524,,,,0.0,-0.0014914602552801952,-31477.126046227448,0,,,,,,,-1.1980386089958301,-1.2210175504282859,0
003-CK2,2OXD,-3.219210944044,-3.219260104898,0.030848878332460927,-8.545417319722912,-8.543056376804982,-0.0023609429179298758,0.0,0.0,,0.0,0.009125550888042639,-26552.351814856105,0,,,,,,,-0.015580623195017296,0.16566172446578342,0
003-CK2,2OXX,-3.154699232425,-3.154731814833,0.02044575426172307,46.155944023663544,46.16085060385645,-0.004906580192908905,0.0,0.0,,0.0,0.013065608361636968,-26025.917992444138,0,,,,,,,-0.006265603856455471,0.07292738293279655,0
003-CK2,2OXY,-3.013342509311,-3.013351268253,0.005496314935567204,53.61610127801236,53.62547586583544,-0.009374587823081981,0.0,0.0,,0.0,-0.005276542457590686,-23979.967322870045,0,,,,,,,-0.008066865835438364,0.05535343829524919,0
003-CK2,3KXG,-2.940039070205,-2.940036624345,-0.001534799162935013,64.84781669720716,64.84107741190675,0.006739285300412234,,,,0.0,-0.017531802013142972,-26205.41363747002,0,,,,,,,0.008724588093244279,0.06761492918226963,0
003-CK2,3KXH,-6.466912881735,-6.466914819175,0.001215761036673988,-128.2339415599755,-124.25353626482556,-3.98040529514995,0.0,0.0,,,,,-1,,,,,,,,-1.5216368603164057,3
003-CK2,3KXM,-5.257656717582,-5.256383207527,-0.7991390211031929,17.300669873490328,16.438520415607805,0.8621494578825235,8.200321,2.4449257061500003,,,,,0,,,,,,,,3.5590349812655617,4
003-CK2,3KXN,-2.931639861888,-2.931634537954,-0.0033408165006087167,113.42317863601257,113.41498635307889,0.008192282933677575,0.0,0.0,,0.0,-0.014942399298814068,-23298.300527446372,0,,,,,,,0.004538646921105283,0.13264559754014726,0
003-CK2,3PVG,-4.074478582772,-4.074514528093,0.022556012435763412,-33.99124842157753,-34.120926033496666,0.12967761191913496,,,,,,,0,,,,,,,,3.887503183436234,2
004-AR,1US0,-8.048284182815,-8.048260082108,-0.015123410548784206,-279.2247936749074,-279.13965966031344,-0.08513401459396164,8.644582,2.5773821233,2.7332084,2.03726521115,-0.6456729771671834,-45281.3273474102,-1,,,,,,,-1.0244673396865664,3.0852802290669956,7
004-AR,2IKG,-7.272863830402,-7.272732799228,-0.08222324096552161,-174.92416722432515,-174.80210637227114,-0.12206085205400541,11.766387,3.50814828405,2.6963956000000002,2.00982587035,-0.42080883810819897,-37742.6928786697,-1,,,,,,,2.4418423722711395,2.4999544420608686,6
004-AR,2IKH,-5.762921920645,-5.759596761816,-2.086567091626945,-182.94196951355738,-180.94847344242052,-1.9934960711368603,7.51265,2.2398965974999996,1.1805808000000002,0.8799754138,-2.308068738772554,-35037.37836837482,-1,,,,,,,-0.24618455757948254,0.7968066829267002,5
004-AR,2IKI,-8.065403131461,-8.06363522638,-1.1093763494729494,-294.5878444305877,-294.81000329880214,0.22215886821442155,9.620447,2.8683362730499997,2.0431192,1.5228899737,-2.989267177895421,-45689.63903356164,-1,,,,,,,-0.7977077011978508,1.5102088864206848,7
004-AR,2IKJ,-8.616103917312,-8.616132832471,0.01814452250868596,-261.0382822156043,-261.1115218369001,0.0732396212958406,10.622297,3.16703785055,2.4556084,1.8303491111499999,-4.258570693871626,-47357.287802485975,-1,,,,,,,0.05135383690014805,0.9961133149540728,8
004-AR,4LAU,-8.087569363425,-8.085425594641,-1.345234205879209,-248.71260892104917,-248.99475705311121,0.2821481320620478,9.766417,2.9118572285499997,2.76623,2.0618786862499996,-1.814072870241017,-43036.01561011483,-1,,,,,,,-0.2830339468887928,1.8984781573001044,7
004-AR,4LAZ,-8.062887384613,-8.060830409223,-1.2907705700031922,-234.68906233585398,-235.08462652259453,0.3955641867405575,10.089654,3.0082303400999995,2.4992736000000004,1.8628960596,-2.335526939996122,-42865.50656640571,-1,,,,,,,-0.4946734774054562,2.207024662538686,7
004-AR,4LB3,-8.042040468786,-8.040382299603,-1.0405160858556988,-280.41630626754375,-280.7038168620988,0.28751059455504446,9.942051,2.9642225056499996,2.3953732,1.7854512989499998,-2.918978375606754,-45519.37464611803,-1,,,,,,,-0.8840541379012166,2.066983890107963,7
004-AR,4LB4,-7.91019890042,-7.910113733651,-0.05344291404831662,-420.63244135209305,-419.87449331067387,-0.7579480414191835,9.35364,2.788787766,1.434126,1.06896166725,-4.615978689529047,-53629.52962366607,-1,,,,,,,2.5154613106738566,1.7420885376598108,7
004-AR,4LBR,-8.007121468845,-8.007125157706,0.002314793477106662,-325.13319775768844,-324.33029975640443,-0.8028980012840066,9.329618,2.7816256067,1.5783476,1.1764608423499998,-2.5515897526584257,-48170.682165413586,-1,,,,,,,1.737640756404403,1.8283021132348267,7
004-AR,4LBS,-8.029000688929,-8.028983785167,-0.010607262789365243,-339.4231639436143,-338.46577559294593,-0.9573883506683956,9.207903,2.74533627945,1.69015,1.2597955562499998,-2.7761586801056706,-48340.93306158877,-1,,,,,,,1.8732375929459408,1.527828561673516,7
004-AR,4QXI,-8.481855688521,-8.480281613938,-0.9877459675031661,-302.43811133512605,-302.74456102077016,0.306449685644111,10.896953,3.24892653695,3.6874248000000005,2.7485142603,-1.4146253207770532,-45602.34289081416,-1,,,,,,,-0.7194579792298441,1.6235194268354007,7
004-AR,4XZH,-7.762141814473,-7.760194564132,-1.2219171142304754,-273.1012489352883,-271.51170670205437,-1.5895422332339422,9.440844,2.8147876386,1.3117088000000001,0.9777149468,-4.493693180641818,-44228.56404263482,-1,,,,,,,4.252643702054343,0.6202436110570488,5
004-AR,4XZI,-7.74458487209,-7.731580047618,-8.160644399599983,-271.84741543386707,-272.1853303012869,0.33791486741984045,1.964173,0.5856181799499999,1.1634964,0.8672411291499998,-14.552133646290702,-48651.20354076939,-1,,,,,,,9.564406301286908,1.612292672082333,5
005-Cath-D,6QBG,-14.760355714221,-14.737935977672,-14.068586462125731,-229.98194313617734,-216.996379798194,-12.985563337983336,13.645853,4.06851107195,,,-9.403897492523813,-73843.51777870975,0,,,,,,,-11.380345201805994,2.8905630512354037,3
005-Cath-D,6QBH,-13.528551197147,-13.512789676242,-9.89049622157477,-280.30141528020494,-271.05276766566675,-9.248647614538186,13.462104,4.0137263076,,,,,0,,,,,,,,2.9204541307203726,3
005-Cath-D,6QCB,-13.369845548003,-13.349429579013,-12.811204284945408,-240.90906429975112,-230.68396845644253,-10.225095843308594,15.162658,4.520746482699999,4.0345276,3.0072360098499997,-10.710342429737489,-67821.94671908599,0,,,,,,,-5.692535543557483,1.206232092687543,3
005-Cath-D,model08,-12.476774733377,-12.458381244585,-11.542079758379325,-230.25452825584077,-225.16207702003598,-5.092451235804788,12.952546,3.8618015898999998,4.2608208,3.1759093037999997,-9.776221277342005,-63848.91047260425,0,,,,,,,-6.837514979964027,1.1386282979399596,2
005-Cath-D,model22,-14.387117603724,-14.359724714985,-17.18928421972201,-230.67557341443822,-217.90785798556774,-12.767715428870474,14.267611,4.25388821965,5.8802716,4.3830074438499995,-11.964035476497623,-72679.09413290149,0,,,,,,,-8.557809014432252,4.27737265351962,3
005-Cath-D,model24,-12.509503114015,-12.487531805165,-13.787194045154918,-220.8540166153234,-211.6024502215275,-9.251566393795883,13.770555,4.10569097325,5.382639600000001,4.01208499185,-10.009006792580273,-66705.93241924913,0,,,,,,,-4.441789778472497,0.7337904445124934,3
005-Cath-D,model25,-14.527736641083,-14.505530861049,-13.934326823355084,-209.95393920067863,-197.62814911056395,-12.32579009011468,14.770512,4.4038281528,,,-11.43013990439977,-73360.10570537073,0,,,,,,,-13.63334688943604,1.1373037332317892,4
005-Cath-D,model31,-13.076986842028,-13.054308385555,-14.230935542916201,-289.087345026204,-274.9732011747678,-14.11414385143621,11.269626,3.3600389918999998,3.8622196000000004,2.87880193435,-14.415327164984344,-68389.49612242474,0,,,,,,,-11.951347825232233,3.60657126183753,3
005-Cath-D,model35,-12.603054840443,-12.58418049856,-11.843819400659706,-378.8195272673855,-371.2614797882097,-7.558047479175798,11.716915,3.49339820725,4.7560932000000005,3.54507296895,-10.450931626680793,-72070.04550683152,0,,,,,,,-6.284316211790269,2.3838607129723073,3
005-Cath-D,model36,-13.220221037032,-13.200281589089,-12.512183039263402,-196.38692068094954,-186.02581240259633,-10.361108278353214,12.689789,3.78346059035,,,-8.620078134150756,-65269.686982355546,0,,,,,,,-8.441574597403672,0.9490071204451453,3
006-BACE1,5QCO,-14.422604846873,-14.409742984465,-8.070934417781757,-38.2485372421564,-27.23405102412583,-11.014486218030573,12.248933,3.6520193739499995,,,-12.54971535155614,-76651.20023660087,1,,,,,,,-7.612385975874172,3.4723015314931978,7
006-BACE1,5QCP,-14.012119613606,-13.986697412237,-15.952660158860084,-131.86749458647972,-132.02663065660641,0.15913607012669218,13.340538,3.9774814047,,,-13.323278951949352,-78266.68977892914,1,,,,,,,-7.606548343393598,1.6626828290789604,9
006-BACE1,5QCR,-13.465804884935,-13.439527457195,-16.48932240369978,-183.35226327371956,-178.95247412881648,-4.399789144903082,17.197645,5.12747785675,,,,,,,,,,,,,7.099974054509403,18
006-BACE1,5QCT,-14.386856224174,-14.377622190272,-5.794439379810435,-261.1392866269958,-258.1208542831571,-3.018432343838697,12.69368,3.784620692,,,,,,,,,,,,,4.578483350171496,11
006-BACE1,5QCU,-12.650154912428,-12.638194068225,-7.505537384980974,-277.8457737387443,-276.49622328514744,-1.349550453596862,10.668014,3.1806683740999997,,,,-66915.28433630751,,,,,,,,0.009891285147432427,6.000826105806993,8
006-BACE1,5QCV,-12.786389034731,-12.769796285506,-10.412099473430235,-92.643165606328,-86.63040375965404,-6.012761846673953,12.570721,3.74796046615,,,-10.84348043445403,-69963.80550312818,1,,,,,,,-3.926660240345953,2.793904409419582,6
006-BACE1,5QCX,-13.0367468605,-13.022119857231,-9.178576194325887,-51.850964379609636,-45.662110852091836,-6.1888535275178,13.952776,4.1600201644,,,-9.735565089709025,-69395.11613822273,1,,,,,,,-4.369116147908166,4.320057909611023,7
006-BACE1,5QCY,-16.639058456047,-16.621926817775,-10.750257200423148,-36.114324438527255,-25.05673323307961,-11.057591205447647,15.548757,4.63586189955,,,,,1,,,,,,,-9.601559766920392,6.660913112242174,9
006-BACE1,5QCZ,-12.048234379994,-12.030206089897,-11.312914290478316,-145.40966244602802,-147.5451882404918,2.135525794463774,11.202271,3.33995709865,,,-10.25709186704692,-71072.53852031125,1,,,,,,,-1.7864907595082116,6.250809836686074,6
006-BACE1,5QD0,-11.833629485395,-11.809616589212,-15.068308470898536,-104.71668601436457,-97.21393357765076,-7.502752436713806,11.760957,3.5065293295499997,,,,,1,,,,,,,-8.121306422349235,1.7195874563320785,7
006-BACE1,5QD1,-13.318518676646,-13.298497324678,-12.5635785520885,-92.10701000394909,-85.64438063048023,-6.462629373468857,14.168467,4.2243284360499995,,,,,1,,,,,,,-6.202175369519779,3.920420614056212,8
006-BACE1,5QD2,-13.523900308269,-13.505200491619,-11.734303246225325,-96.00979626478369,-90.74647455323343,-5.263321711550262,14.349077,4.278177307549999,,,-12.790843128306209,-74368.46650739177,1,,,,,,,-7.152163446766579,0.956303677367444,8
006-BACE1,5QD3,-13.608599127224,-13.590836911168,-11.145950435085084,-52.177422443131384,-50.40694385296166,-1.7704785901697235,16.168919,4.820763199849999,,,,,1,,,,,,,-4.605484147038339,3.7770187308275567,8
006-BACE1,5QD5,-12.058513347986,-12.038560217389,-12.520769027793424,-42.59621072708898,-42.83162083845804,0.2354101113690632,12.434936,3.7074761684,,,-11.838729808818853,-68774.23488716877,1,,,,,,,-5.6558181615419585,2.315173818031667,6
006-BACE1,5QD9,-13.627632999489,-13.604599882199,-14.453488397530482,-93.1324200697208,-88.31678279918496,-4.815637270535831,12.643162,3.7695587503,,,-10.45287647097075,-73858.9530907446,1,,,,,,,-12.308679200815035,2.396865189195424,6
006-BACE1,5QDA,-12.975184574203,-12.954244147678,-13.140306108276052,-11.184155302467154,-5.955108823930546,-5.229046478536608,14.108523,4.20645613245,,,-13.397283059948473,-69624.64119900508,1,,,,,,,-5.781665176069454,1.9257722119412448,7
007-JAK1,4E4L,-7.896984842649,-7.887503969162,-5.949333440953881,-40.90534189956908,-37.88482239980061,-3.0205194997684686,3.498618,1.0431129566999997,1.8623488,1.3881482367999998,-2.5997421533801512,-42617.691016106124,0,,,,,,,-2.967786600199389,1.2875624628844804,2
007-JAK1,4E4N,-8.964954463145,-8.962568030492,-1.4975079676519922,-57.24052096981608,-59.12058665043622,1.8800656806201417,12.934317,3.8563666135499997,4.4854196,3.34331963435,-0.29472488295186006,-45916.544809892424,0,,,,,,,-0.5579933495637732,1.896832041434081,5
007-JAK1,4E5W,-9.137839173874,-9.133951370787,-2.439631427319299,96.59966438828694,90.54863003489483,6.051034353392112,9.801895,2.9224349942499996,3.0610544,2.2816334234,-0.8164377317551096,-50943.547454771506,1,,,,,,,-0.7133060348948277,0.40835278372377104,3
007-JAK1,4EHZ,-5.817127575715,-5.817168854446,0.02590277521081051,134.54904872982942,134.54568180920506,0.003366920624358727,1.825216,0.5441881503999999,0.48898840000000005,0.36447972864999995,-0.01991555370896399,-33594.81489730417,1,,,,,,,0.049607190794944245,0.1795137713938857,1
007-JAK1,4EI4,-7.202943595414,-7.202073360589,-0.5460801848010882,-10.55873985404099,-9.460311122575709,-1.0984287314652814,3.057296,0.9115328023999999,1.3425552,1.0007070822,-0.4736119000517046,-35869.80916478963,0,,,,,,,-2.7298758774242913,0.5247858112251187,1
007-JAK1,4FK6,-8.574373074477,-8.574150335136,-0.13977094113152025,-32.574980606982045,-30.073650239451574,-2.501330367530471,9.004664,2.6847405716,2.0324307999999998,1.5149231075499998,-2.2134123883975754,-45950.14490678529,0,,,,,,,0.9686262394515737,-0.298636935060113,4
007-JAK1,4I5C,-7.744387921753,-7.73757133374,-4.277470327449479,62.5671907099159,61.460088128931034,1.107102580984865,4.867511,1.45124840465,0.9541184,0.7111760023999999,-4.411273155347874,-40381.096690775164,0,,,,,,,-0.21237912893103328,0.23133556759570695,3
007-JAK1,4IVB,-8.16542860835,-8.162811453831,-1.642288015062696,15.213190371066846,17.91861139279118,-2.7054210217243355,4.612341,1.37516946915,1.5685464,1.1691552728999999,-5.541341288426408,-40693.797658819196,0,,,,,,,-3.2788963927911805,-2.2414174277638406,2
007-JAK1,4IVC,-8.617757429122,-8.61767681089,-0.0505886661437441,10.48495194167303,9.619799378449407,0.8651525632236226,6.439351,1.9198925006499998,2.327744,1.7350421839999997,-0.01866408364463372,-42681.41271302166,0,,,,,,,0.20991762155059313,1.458130402344013,3
007-JAK1,4IVD,-9.064058241693,-9.063068922774,-0.6208065255417982,7.481727992813154,6.764844471632248,0.7168835211809057,8.351374,2.4899621580999995,3.1197628,2.32539319705,-0.5349591678447646,-44666.82866462563,0,,,,,,,0.24498852836775242,1.4570228835387686,4
007-JAK1,4K6Z,-8.094802322611,-8.087262275155,-4.731447639067459,52.23331940702521,52.65316269570516,-0.41984328867994947,4.214438,1.2565346897,1.5775156000000001,1.1758406903499998,-5.798301853955347,-41722.89175810168,0,,,,,,,-2.7799236957051647,1.1845258242683343,3
007-JAK1,4K77,-6.381272313175,-6.381286144562,0.008679319825092083,-20.160858663831792,-20.502214464118346,0.34135580028655355,3.689332,1.0999743357999998,0.760738,0.56703508675,-0.03323895093075185,-32528.44404162649,0,,,,,,,-0.061702535881654086,0.2824657852696184,2
008-Trypsin,1K1I,-11.148678076559,-11.130285361811,-11.541594038802645,-86.68529654750127,-84.0908833776137,-2.5944131698875736,11.610727,3.46173825505,3.6042036000000004,2.68648325835,-5.838166651699463,-66221.66646388613,1,,,,,,,0.8682553776136928,6.8614256974280465,9
008-Trypsin,1K1J,-11.590829898998,-11.578006434253,-8.046839538670666,-76.73956255951369,-79.20203184971415,2.4624692902004597,10.219845,3.0470467867499997,4.4127096,3.2891234181,-4.9826352165502925,-68202.10276589988,1,,,,,,,0.3356528497141511,6.231699735374605,10
008-Trypsin,1K1L,-10.374349348434,-10.356307151355,-11.32164104684601,22.861832424097337,19.120362354695448,3.7414700694018883,8.085021,2.4105490111499996,3.1760056,2.3673151741,-4.810765517119831,-59919.476552314794,1,,,,,,,0.7571566453045513,5.952666628677086,8
008-Trypsin,1K1M,-11.342321632048,-11.323393934182,-11.877300760195386,-27.849607232563848,-30.012303933184988,2.16269670062114,9.707731,2.89435999765,4.002606800000001,2.98344304355,-5.029213640219581,-65821.23455015948,1,,,,,,,-2.4145610668150113,6.27785247053232,9
008-Trypsin,1K1N,-14.59497512169,-14.589681008462,-3.3221036975893288,-310.9966067699698,-313.41490667066216,2.418299900692375,12.371049,3.6884282593499997,,,,,0,,,,,,,,3.2715574937127485,14
008-Trypsin,2ZHD,-8.634732165367,-8.62371364911,-6.914218117913681,100.14416478811157,105.01584489187742,-4.871680103765854,11.208445,3.3417978767499994,,,-3.4795988695097684,-54694.14618529134,2,,,,,,,-7.41474989187742,5.183575435965153,9
008-Trypsin,2ZQ2,-9.081420608941,-9.069249975645,-7.6371819289395875,104.15942137794859,100.75784785434138,3.4015735236072118,14.636885,4.36398726275,,,-4.249691886422602,-56676.629287374286,2,,,,,,,-3.3704458543413836,4.689999819809756,9
008-Trypsin,3LJJ,-7.736075211909,-7.728346332369,-4.849941471265937,107.737389430974,106.69837856569002,1.0390108652839842,12.240131,3.6493950576499996,5.0400828,3.7567517170499998,-2.3142844444568107,-50724.28981589179,2,,,,,,,-2.845851565690026,3.177298392231009,9
